iter	Accuracy	Logloss
882	0.9730639731	0.1266509461
883	0.9730639731	0.1264716849
884	0.9730639731	0.126427637
885	0.9741863075	0.1263895805
886	0.9741863075	0.1263876636
887	0.9741863075	0.1263790774
888	0.9741863075	0.1262602797
889	0.9741863075	0.1261568355
890	0.975308642	0.1259861153
891	0.975308642	0.1259504611
892	0.975308642	0.1259476959
893	0.9730639731	0.1257049907
894	0.9741863075	0.1255596297
895	0.9741863075	0.1254890014
896	0.9741863075	0.1254031221
897	0.9741863075	0.1253552614
898	0.9741863075	0.1252425014
899	0.9741863075	0.1251268065
900	0.9741863075	0.1249095871
901	0.9741863075	0.124652909
902	0.9741863075	0.1244878648
903	0.9741863075	0.1242552312
904	0.9741863075	0.1241945842
905	0.9741863075	0.1240851026
906	0.9741863075	0.1240381499
907	0.975308642	0.1239318574
908	0.975308642	0.1239090559
909	0.975308642	0.1238062521
910	0.975308642	0.1236597307
911	0.975308642	0.1232760284
912	0.975308642	0.1231693203
913	0.975308642	0.1231171894
914	0.975308642	0.122947469
915	0.975308642	0.122854167
916	0.975308642	0.1227754724
917	0.975308642	0.1226674474
918	0.975308642	0.1223464868
919	0.975308642	0.1220385925
920	0.975308642	0.1219247382
921	0.975308642	0.1218990062
922	0.975308642	0.1218795391
923	0.975308642	0.1218197173
924	0.975308642	0.121771477
925	0.975308642	0.1217128506
926	0.975308642	0.1215595055
927	0.975308642	0.1215068577
928	0.975308642	0.1214450228
929	0.975308642	0.1214296589
930	0.975308642	0.1214244395
931	0.975308642	0.1213839151
932	0.975308642	0.1212191237
933	0.975308642	0.1211920743
934	0.975308642	0.1210515818
935	0.975308642	0.1208285976
936	0.975308642	0.1208262393
937	0.975308642	0.120814551
938	0.975308642	0.1207491865
939	0.975308642	0.1206107916
940	0.975308642	0.1205410487
941	0.975308642	0.1203979812
942	0.975308642	0.1202899356
943	0.975308642	0.1202848468
944	0.975308642	0.1201146442
945	0.975308642	0.1201083108
946	0.975308642	0.1201026302
947	0.975308642	0.1195809986
948	0.975308642	0.1195100518
949	0.975308642	0.1194462352
950	0.975308642	0.1193202434
951	0.975308642	0.119149202
952	0.975308642	0.1191484613
953	0.975308642	0.1189867058
954	0.975308642	0.1187432373
955	0.975308642	0.1185242594
956	0.975308642	0.1183279603
957	0.975308642	0.1182877829
958	0.9775533109	0.1180561579
959	0.9775533109	0.1179252486
960	0.9775533109	0.1178428819
961	0.9775533109	0.1178030867
962	0.9775533109	0.1174708893
963	0.9775533109	0.1170811217
964	0.9775533109	0.1170427751
965	0.9775533109	0.1170101448
966	0.9775533109	0.1168725637
967	0.9775533109	0.1167130817
968	0.9775533109	0.1166365715
969	0.9775533109	0.1164983749
970	0.9764309764	0.1163536922
971	0.9764309764	0.1162494641
972	0.9775533109	0.1158625125
973	0.9775533109	0.1155432688
974	0.9775533109	0.1154230048
975	0.9775533109	0.1153878843
976	0.9775533109	0.1151257699
977	0.9775533109	0.1150182981
978	0.9775533109	0.1150111609
979	0.9775533109	0.1149154625
980	0.9775533109	0.1148738681
981	0.9775533109	0.1147655708
982	0.9775533109	0.1147546672
983	0.9775533109	0.1144816611
984	0.9775533109	0.1144801886
985	0.9775533109	0.1144774965
986	0.9775533109	0.1144022521
987	0.9775533109	0.1143096111
988	0.9775533109	0.1143036471
989	0.9775533109	0.1140836677
990	0.9775533109	0.1140641174
991	0.9775533109	0.1138902647
992	0.9775533109	0.113564676
993	0.9775533109	0.1135561725
994	0.9775533109	0.1135272759
995	0.9775533109	0.113459655
996	0.9775533109	0.1132730534
997	0.9775533109	0.1132502853
998	0.9775533109	0.1131941016
999	0.9775533109	0.1130387754
