iter	Passed	Remaining
189	10326	44023
190	10377	43955
191	10435	43916
192	10488	43855
193	10542	43799
194	10593	43731
195	10647	43678
196	10699	43611
197	10751	43547
198	10804	43488
199	10855	43423
200	10909	43364
201	10970	43338
202	11042	43353
203	11092	43284
204	11145	43221
205	11194	43148
206	11246	43083
207	11295	43010
208	11345	42939
209	11396	42872
210	11446	42801
211	11499	42743
212	11547	42666
213	11604	42621
214	11655	42556
215	11712	42510
216	11772	42477
217	11824	42415
218	11871	42336
219	11921	42268
220	11971	42198
221	12020	42125
222	12096	42149
223	12148	42086
224	12198	42017
225	12249	41952
226	12313	41930
227	12365	41868
228	12415	41799
229	12465	41731
230	12515	41664
231	12565	41595
232	12613	41520
233	12669	41473
234	12720	41408
235	12769	41339
236	12820	41273
237	12869	41205
238	12922	41146
239	13045	41311
240	13105	41273
241	13155	41207
242	13216	41171
243	13273	41125
244	13329	41077
245	13379	41007
246	13426	40930
247	13476	40862
248	13551	40873
249	13598	40796
250	13648	40726
251	13696	40654
252	13744	40581
253	13793	40511
254	13841	40439
255	13890	40369
256	13938	40296
257	13986	40225
258	14043	40177
259	14092	40109
260	14140	40037
261	14186	39961
262	14236	39893
263	14284	39823
264	14334	39759
265	14383	39689
266	14445	39657
267	14492	39584
268	14544	39522
269	14592	39454
270	14647	39402
271	14705	39358
272	14759	39303
273	14813	39250
274	14872	39208
275	14931	39166
276	14985	39112
277	15067	39132
278	15119	39071
279	15175	39023
280	15225	38957
281	15290	38931
282	15341	38868
283	15400	38826
284	15451	38763
285	15499	38694
286	15546	38623
287	15596	38557
288	15643	38485
289	15695	38426
290	15746	38364
291	15824	38368
292	15873	38301
293	15953	38310
294	16011	38264
295	16061	38200
296	16121	38158
297	16170	38094
298	16219	38027
299	16268	37958
300	16317	37892
301	16365	37824
302	16417	37766
303	16469	37705
304	16518	37639
305	16567	37575
306	16616	37508
307	16665	37442
308	16713	37376
309	16788	37367
310	16835	37298
311	16885	37234
312	16933	37167
313	16981	37100
314	17030	37034
315	17079	36969
316	17127	36903
317	17176	36836
318	17223	36768
319	17272	36704
320	17320	36637
321	17369	36572
322	17418	36509
323	17475	36461
324	17530	36408
325	17578	36344
326	17629	36283
327	17681	36226
328	17746	36193
329	17794	36128
330	17851	36080
331	17928	36072
332	17991	36037
333	18043	35979
334	18093	35916
335	18152	35872
336	18204	35814
337	18274	35792
338	18335	35751
339	18385	35690
340	18439	35635
341	18506	35606
342	18568	35566
343	18623	35514
344	18683	35471
345	18741	35424
346	18800	35378
347	18848	35313
348	18898	35252
349	18948	35190
350	18996	35124
351	19044	35059
352	19091	34992
353	19141	34930
354	19191	34869
355	19244	34813
356	19296	34755
357	19344	34691
358	19398	34636
359	19447	34573
360	19497	34511
361	19543	34444
362	19593	34382
363	19643	34322
364	19693	34260
365	19752	34216
366	19800	34151
367	19848	34087
368	19892	34017
369	19936	33946
370	19984	33882
371	20031	33817
372	20086	33764
373	20133	33699
374	20186	33644
375	20240	33590
376	20288	33527
377	20338	33467
378	20387	33406
379	20435	33342
380	20491	33292
381	20544	33237
382	20595	33178
383	20640	33111
384	20689	33048
385	20733	32980
386	20780	32916
387	20825	32848
388	20874	32787
389	20917	32717
390	20965	32654
391	21018	32599
392	21072	32547
393	21121	32487
394	21171	32427
395	21223	32371
396	21280	32323
397	21329	32262
398	21378	32201
399	21427	32141
400	21475	32079
401	21519	32011
402	21580	31969
403	21631	31911
404	21680	31852
405	21732	31795
406	21785	31742
407	21835	31683
408	21887	31626
409	21936	31566
410	21987	31510
411	22056	31478
412	22111	31427
413	22189	31407
414	22252	31368
415	22302	31309
416	22365	31269
417	22409	31201
418	22473	31162
419	22540	31127
420	22586	31063
421	22640	31009
422	22694	30957
423	22748	30904
424	22804	30853
425	22861	30803
426	22910	30743
427	22963	30688
428	23034	30659
429	23093	30612
430	23138	30546
431	23190	30490
432	23244	30437
433	23298	30384
434	23351	30330
435	23417	30291
436	23468	30234
437	23534	30197
438	23602	30162
439	23668	30123
440	23723	30071
441	23776	30016
442	23831	29963
443	23879	29903
444	23925	29840
445	23978	29785
446	24040	29741
447	24095	29688
448	24148	29634
449	24200	29578
450	24250	29519
451	24303	29465
452	24356	29411
453	24415	29363
454	24470	29310
455	24525	29258
456	24575	29200
457	24623	29140
458	24671	29079
459	24717	29016
460	24778	28970
461	24828	28912
462	24878	28854
463	24927	28795
464	24972	28731
465	25022	28674
466	25072	28615
467	25122	28557
468	25169	28497
469	25218	28438
470	25269	28381
471	25319	28323
472	25376	28273
473	25433	28223
474	25479	28161
475	25537	28112
476	25587	28054
477	25634	27993
478	25683	27935
479	25730	27875
480	25780	27817
481	25829	27758
482	25878	27700
483	25925	27639
484	25969	27575
485	26013	27512
486	26054	27445
487	26101	27384
488	26148	27324
489	26198	27268
490	26246	27209
491	26296	27151
492	26344	27093
493	26392	27033
494	26454	26988
495	26508	26936
496	26557	26878
497	26606	26820
498	26651	26758
499	26699	26699
500	26746	26639
501	26792	26579
502	26836	26516
503	26889	26462
504	26938	26404
505	26989	26349
506	27033	26287
507	27086	26233
508	27167	26207
509	27224	26156
510	27281	26106
511	27332	26051
512	27379	25992
513	27428	25934
514	27475	25874
515	27520	25813
516	27565	25753
517	27606	25688
518	27647	25623
519	27696	25565
520	27745	25508
521	27800	25457
522	27875	25424
523	27931	25373
524	27998	25331
525	28049	25276
526	28114	25233
527	28165	25178
528	28234	25139
529	28287	25085
530	28341	25032
531	28389	24974
532	28437	24915
533	28486	24859
534	28535	24801
535	28588	24748
536	28637	24690
537	28682	24630
538	28727	24569
539	28774	24511
540	28824	24455
541	28870	24396
542	28929	24347
543	28981	24292
544	29030	24236
545	29079	24179
546	29129	24123
547	29179	24067
548	29229	24011
549	29279	23956
550	29335	23904
551	29386	23850
552	29436	23794
553	29484	23736
554	29534	23680
555	29585	23626
556	29636	23570
557	29686	23515
558	29736	23459
559	29783	23401
560	29835	23346
561	29883	23290
562	29932	23233
563	29981	23177
564	30032	23122
565	30082	23066
566	30127	23007
567	30171	22947
568	30219	22890
569	30266	22832
570	30313	22775
571	30365	22721
572	30410	22662
573	30464	22609
574	30516	22555
575	30565	22499
576	30613	22443
577	30662	22387
578	30717	22335
579	30771	22282
580	30836	22238
581	30889	22184
582	30939	22129
583	30992	22076
584	31040	22019
585	31092	21966
586	31140	21909
587	31190	21854
588	31238	21797
589	31285	21740
590	31335	21685
591	31381	21627
592	31430	21572
593	31481	21517
594	31530	21461
595	31577	21404
596	31626	21349
597	31674	21292
598	31726	21239
599	31769	21179
600	31817	21123
601	31882	21078
602	31932	21023
603	31980	20967
604	32029	20911
605	32076	20855
606	32126	20800
607	32176	20745
608	32226	20690
609	32279	20637
610	32326	20580
611	32373	20524
612	32446	20484
613	32493	20427
614	32545	20374
615	32595	20319
616	32646	20265
617	32698	20211
618	32771	20171
619	32828	20120
620	32895	20076
621	32944	20021
622	32997	19967
623	33045	19912
624	33097	19858
625	33148	19804
626	33196	19748
627	33247	19694
628	33301	19641
629	33354	19588
630	33406	19535
631	33455	19480
632	33504	19425
633	33557	19372
634	33613	19320
635	33664	19267
636	33720	19215
637	33778	19166
638	33840	19118
639	33891	19064
640	33941	19009
641	33990	18953
642	34037	18897
643	34084	18841
644	34133	18786
645	34183	18732
646	34232	18676
647	34279	18621
648	34328	18565
649	34374	18509
650	34428	18456
651	34486	18406
652	34542	18355
653	34594	18302
654	34652	18251
655	34700	18196
656	34747	18140
657	34795	18084
658	34843	18029
659	34891	17974
660	34955	17927
661	35005	17872
662	35058	17820
663	35104	17763
664	35152	17708
665	35200	17653
666	35247	17597
667	35296	17542
668	35346	17488
669	35393	17432
670	35444	17378
671	35494	17324
672	35559	17277
673	35618	17228
674	35676	17177
675	35733	17126
676	35797	17079
677	35850	17026
678	35898	16971
679	35964	16924
680	36019	16872
681	36068	16817
682	36115	16762
683	36165	16708
684	36215	16653
685	36265	16599
686	36326	16550
687	36375	16495
688	36419	16439
689	36468	16384
690	36521	16331
691	36571	16277
692	36619	16222
693	36668	16167
694	36716	16112
695	36760	16056
696	36808	16001
697	36857	15947
698	36907	15893
699	36952	15836
700	37022	15791
701	37071	15736
702	37119	15682
703	37168	15627
704	37214	15571
705	37260	15516
706	37316	15465
707	37368	15411
708	37432	15363
709	37483	15310
710	37537	15257
711	37587	15203
712	37636	15149
713	37684	15094
714	37736	15041
715	37784	14987
716	37835	14933
717	37886	14880
718	37938	14826
719	37984	14771
720	38035	14718
721	38084	14664
722	38135	14610
723	38187	14557
724	38239	14504
725	38303	14456
726	38356	14403
727	38413	14352
728	38468	14300
729	38522	14248
730	38574	14195
731	38635	14145
732	38690	14093
733	38737	14038
734	38787	13984
735	38835	13930
736	38882	13875
737	38934	13822
738	38986	13769
739	39035	13715
740	39085	13661
741	39137	13608
742	39188	13554
743	39237	13500
744	39287	13447
745	39340	13394
746	39392	13341
747	39459	13293
748	39510	13240
749	39560	13186
750	39606	13131
751	39656	13078
752	39708	13025
753	39760	12972
754	39813	12919
755	39864	12866
756	39913	12812
757	39974	12762
758	40024	12708
759	40078	12656
760	40130	12603
761	40177	12548
762	40225	12494
763	40281	12442
764	40332	12389
765	40384	12336
766	40435	12283
767	40483	12229
768	40546	12179
769	40600	12127
770	40666	12078
771	40716	12025
772	40776	11974
773	40827	11921
774	40915	11878
775	40978	11828
776	41029	11775
777	41082	11722
778	41134	11669
779	41184	11616
780	41233	11562
781	41292	11511
782	41350	11459
783	41410	11408
784	41466	11357
785	41517	11303
786	41589	11256
787	41639	11202
788	41690	11149
789	41755	11099
790	41805	11045
791	41857	10992
792	41913	10940
793	41981	10891
794	42034	10838
795	42087	10786
796	42150	10735
797	42200	10682
798	42259	10631
799	42330	10582
800	42409	10536
801	42476	10486
802	42566	10442
803	42635	10393
804	42701	10343
805	42768	10294
806	42825	10241
807	42879	10189
808	42937	10137
809	42994	10085
810	43047	10032
811	43097	9978
812	43150	9925
813	43200	9871
814	43290	9826
815	43343	9773
816	43391	9719
817	43443	9665
818	43493	9612
819	43544	9558
820	43597	9505
821	43650	9452
822	43702	9399
823	43753	9345
824	43797	9290
825	43853	9237
826	43899	9183
827	43950	9129
828	43993	9074
829	44038	9019
830	44080	8964
831	44129	8910
832	44177	8856
833	44219	8801
834	44266	8747
835	44313	8693
836	44379	8642
837	44428	8588
838	44477	8535
839	44538	8483
840	44605	8433
841	44682	8384
842	44750	8334
843	44805	8281
844	44866	8229
845	44925	8177
846	44986	8126
847	45045	8074
848	45104	8022
849	45157	7969
850	45213	7916
851	45263	7862
852	45307	7807
853	45357	7754
854	45404	7700
855	45454	7646
856	45501	7592
857	45547	7538
858	45593	7483
859	45642	7430
860	45692	7376
861	45743	7323
862	45799	7270
863	45852	7217
864	45908	7164
865	45964	7112
866	46013	7058
867	46077	7007
868	46140	6955
869	46191	6902
870	46237	6848
871	46289	6794
872	46334	6740
873	46386	6687
874	46440	6634
875	46494	6581
876	46559	6529
877	46609	6476
878	46657	6422
879	46707	6369
880	46755	6315
881	46806	6262
882	46853	6208
883	46900	6154
884	46953	6101
885	47019	6049
886	47080	5997
887	47129	5944
888	47177	5890
889	47234	5837
890	47280	5784
891	47327	5730
892	47378	5676
893	47421	5622
894	47470	5569
895	47520	5515
896	47568	5462
897	47615	5408
898	47661	5354
899	47708	5300
900	47757	5247
901	47804	5193
902	47852	5140
903	47899	5086
904	47947	5033
905	47996	4979
906	48043	4926
907	48095	4873
908	48149	4820
909	48195	4766
910	48241	4712
911	48289	4659
912	48342	4606
913	48390	4553
914	48439	4499
915	48486	4446
916	48541	4393
917	48593	4340
918	48643	4287
919	48692	4234
920	48743	4181
921	48792	4127
922	48843	4074
923	48894	4021
924	48954	3969
925	49003	3916
926	49058	3863
927	49111	3810
928	49161	3757
929	49211	3704
930	49258	3650
931	49306	3597
932	49356	3544
933	49403	3491
934	49454	3438
935	49507	3385
936	49552	3331
937	49618	3279
938	49678	3227
939	49737	3174
940	49796	3122
941	49859	3069
942	49907	3016
943	49958	2963
944	50007	2910
945	50072	2858
946	50127	2805
947	50216	2754
948	50274	2701
949	50330	2648
950	50386	2596
951	50443	2543
952	50497	2490
953	50551	2437
954	50600	2384
955	50646	2330
956	50693	2277
957	50742	2224
958	50787	2171
959	50834	2118
960	50884	2065
961	50935	2012
962	50988	1959
963	51037	1905
964	51084	1852
965	51136	1799
966	51186	1746
967	51235	1693
968	51281	1640
969	51333	1587
970	51381	1534
971	51426	1481
972	51475	1428
973	51525	1375
974	51570	1322
975	51618	1269
976	51667	1216
977	51719	1163
978	51767	1110
979	51811	1057
980	51864	1004
981	51910	951
982	51958	898
983	52007	845
984	52056	792
985	52102	739
986	52148	686
987	52210	634
988	52258	581
989	52306	528
990	52358	475
991	52405	422
992	52454	369
993	52509	316
994	52562	264
995	52608	211
996	52661	158
997	52709	105
998	52756	52
999	52806	0
